id,status,name,name_en,province,amphoe,tambon,lat,lng,first_seen,sessions,photo,motdang_url
cm-osm-node-5859346225,confirmed,เสริมสวย อารีย์,Ari,cm,เมืองเชียงใหม่,ศรีภูมิ,18.7895474,98.9798433,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-313-r.jpg,https://motdang.net/cm/p/ari-5859346225.html
cm-osm-node-5859346503,confirmed,Villa de Hun,,cm,เมืองเชียงใหม่,ศรีภูมิ,18.7894674,98.9799629,2026-09-23,1,,https://motdang.net/cm/p/villa-de-hun-5859346503.html
cm-osm-node-6138692197,confirmed,De Charme Hotel,,cm,เมืองเชียงใหม่,ศรีภูมิ,18.790685,98.9824711,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-341-r.jpg,https://motdang.net/cm/p/de-charme-hotel-6138692197.html
cm-osm-node-6204649738,confirmed,Neat Hostel,,cm,เมืองเชียงใหม่,ศรีภูมิ,18.7921632,98.9816258,2026-09-23,1,,https://motdang.net/cm/p/neat-hostel-6204649738.html
cm-osm-node-6538035004,confirmed,คู่อร่อย,,cm,เมืองเชียงใหม่,ศรีภูมิ,18.7895609,98.9796864,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-311-r.jpg,https://motdang.net/cm/p/6538035004.html
cm-osm-node-6597502156,confirmed,อ้อมเมือง เภสัช,Om Mueang Pharmacy,cm,เมืองเชียงใหม่,ท่าศาลา,18.7638613,99.0264413,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-place-cm-osm-node-6597502156.jpg,https://motdang.net/cm/p/om-mueang-pharmacy-6597502156.html
cm-osm-node-6717438786,confirmed,ประตูสวนดอก,Suan Dok Gate,cm,เมืองเชียงใหม่,,18.7888357,98.9781922,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-267-r.jpg,https://motdang.net/cm/p/suan-dok-gate-6717438786.html
cm-osm-node-7027943294,confirmed,Women’s massage,,cm,เมืองเชียงใหม่,ศรีภูมิ,18.7910409,98.9822778,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-place-cm-osm-node-7027943294.jpg,https://motdang.net/cm/p/women-s-massage-7027943294.html
cm-osm-node-7027943486,confirmed,Hug Smoothie,,cm,เมืองเชียงใหม่,ศรีภูมิ,18.790076,98.9823548,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-338-l.jpg,https://motdang.net/cm/p/hug-smoothie-7027943486.html
cm-osm-node-8566596039,confirmed,Fortune Dental Clinic,,cm,เมืองเชียงใหม่,ช้างคลาน,18.7680447,98.9832692,2026-09-23,1,,https://motdang.net/cm/p/fortune-dental-clinic-8566596039.html
cm-osm-node-8690712209,confirmed,สี่ พี่น้อง,4 Phinong,cm,เมืองเชียงใหม่,ท่าศาลา,18.7683368,99.0404472,2026-09-23,1,,https://motdang.net/cm/p/4-phinong-8690712209.html
cm-osm-node-8690841998,confirmed,Nawapoom Clinic,,cm,เมืองเชียงใหม่,ท่าศาลา,18.7739809,99.0416649,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-aa1911-116-r.jpg,https://motdang.net/cm/p/nawapoom-clinic-8690841998.html
cm-osm-node-9354595439,confirmed,Caramellow,Caramellow,cm,เมืองเชียงใหม่,ช้างคลาน,18.7683677,98.9809462,2026-09-23,1,,https://motdang.net/cm/p/caramellow-9354595439.html
cm-osm-node-9760737517,confirmed,Nim City,Nim City,cm,เมืองเชียงใหม่,,18.7714945,98.9762142,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-207-r.jpg,https://motdang.net/cm/p/nim-city-9760737517.html
cm-osm-node-9784520720,confirmed,barber,,cm,เมืองเชียงใหม่,ศรีภูมิ,18.7914212,98.982002,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-place-cm-osm-node-9784520720.jpg,https://motdang.net/cm/p/barber-9784520720.html
cm-osm-relation-20066992,confirmed,สวนกาญจนาภิเษก,Kanchanpisek Park,cm,เมืองเชียงใหม่,หายยา,18.7797363,98.9776875,2026-09-23,1,,https://motdang.net/cm/p/kanchanpisek-park-20066992.html
cm-osm-way-1037512553,confirmed,PTT,PTT,cm,เมืองเชียงใหม่,ป่าแดด,18.7642877,98.991652,2026-09-23,1,,https://motdang.net/cm/p/ptt-1037512553.html
cm-osm-way-106083743,confirmed,นิยมพานิช,Niyom Phanich,cm,เมืองเชียงใหม่,สุเทพ,18.7741035,98.9758013,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-215-l.jpg,https://motdang.net/cm/p/niyom-phanich-106083743.html
cm-osm-way-1083805169,confirmed,WE Terminal Hotel,Mahidon Road,cm,เมืองเชียงใหม่,ช้างคลาน,18.7688695,98.9790933,2026-09-23,1,,https://motdang.net/cm/p/mahidon-road-1083805169.html
cm-osm-way-1317372150,confirmed,ข้าวต้มอนันต์ สาขาเชียงใหม่,,cm,เมืองเชียงใหม่,ป่าแดด,18.767387,98.9832371,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-178-l.jpg,https://motdang.net/cm/p/1317372150.html
cm-osm-way-1317372151,confirmed,Okay Shabu,,cm,เมืองเชียงใหม่,ป่าแดด,18.7674808,98.9828316,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-179-l.jpg,https://motdang.net/cm/p/okay-shabu-1317372151.html
cm-osm-way-1463378814,confirmed,Minimal,,cm,เมืองเชียงใหม่,หนองหอย,18.7599133,99.0174712,2026-09-23,1,,https://motdang.net/cm/p/minimal-1463378814.html
cm-osm-way-200889789,confirmed,มหาวิทยาลัยฟาร์อีสเทอร์น,The Far Eastern University,cm,เมืองเชียงใหม่,สุเทพ,18.7710935,98.9750451,2026-09-23,1,,https://motdang.net/cm/p/the-far-eastern-university-200889789.html
cm-osm-way-208674913,confirmed,บางจาก,Bangchak,cm,เมืองเชียงใหม่,สุเทพ,18.7770147,98.9764946,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-place-cm-osm-way-208674913.jpg,https://motdang.net/cm/p/bangchak-208674913.html
cm-osm-way-241441796,confirmed,Amway,,cm,เมืองเชียงใหม่,หนองหอย,18.7609694,99.0177916,2026-09-23,1,,https://motdang.net/cm/p/amway-241441796.html
cm-osm-way-242929434,confirmed,วัดผาบ่อง,Wat Pha Bong,cm,เมืองเชียงใหม่,ศรีภูมิ,18.789756,98.9820639,2026-09-23,1,,https://motdang.net/cm/p/wat-pha-bong-242929434.html
cm-osm-way-249376159,confirmed,GranDent Dental Clinic,GranDent Dental Clinic,cm,เมืองเชียงใหม่,,18.7738769,98.9765699,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-place-cm-osm-way-249376159.jpg,https://motdang.net/cm/p/grandent-dental-clinic-249376159.html
cm-osm-way-281346115,confirmed,7,,cm,เมืองเชียงใหม่,หนองหอย,18.7589047,99.0097372,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-096-r.jpg,https://motdang.net/cm/p/7-281346115.html
cm-osm-way-281346116,confirmed,5,,cm,เมืองเชียงใหม่,หนองหอย,18.7589683,99.0102011,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-095-r.jpg,https://motdang.net/cm/p/5-281346116.html
cm-osm-way-281346117,confirmed,4,,cm,เมืองเชียงใหม่,หนองหอย,18.7590001,99.0104305,2026-09-23,1,,https://motdang.net/cm/p/4-281346117.html
cm-osm-way-281346118,confirmed,6,,cm,เมืองเชียงใหม่,หนองหอย,18.7589379,99.0099707,2026-09-23,1,,https://motdang.net/cm/p/6-281346118.html
cm-osm-way-281346145,confirmed,3,,cm,เมืองเชียงใหม่,หนองหอย,18.7590311,99.0106564,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-094-r.jpg,https://motdang.net/cm/p/3-281346145.html
cm-osm-way-281346530,confirmed,1,,cm,เมืองเชียงใหม่,หนองหอย,18.7590936,99.0111219,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-093-r.jpg,https://motdang.net/cm/p/1-281346530.html
cm-osm-way-281346531,confirmed,2,,cm,เมืองเชียงใหม่,หนองหอย,18.7590699,99.0108882,2026-09-23,1,,https://motdang.net/cm/p/2-281346531.html
cm-osm-way-283054964,confirmed,Caltex,,cm,เมืองเชียงใหม่,หนองหอย,18.759793,99.0149276,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-084-r.jpg,https://motdang.net/cm/p/caltex-283054964.html
cm-osm-way-287045361,confirmed,ธนาคารกสิกรไทย,Kasikorn Bank,cm,เมืองเชียงใหม่,หนองหอย,18.7578836,99.0050178,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-106-r.jpg,https://motdang.net/cm/p/kasikorn-bank-287045361.html
cm-osm-way-298139711,confirmed,Shell,Shell,cm,เมืองเชียงใหม่,หนองหอย,18.7629173,99.0235049,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-059-r.jpg,https://motdang.net/cm/p/shell-298139711.html
cm-osm-way-301655694,confirmed,เจียง ลูกชิ้นปลา,Chiang Lukchin Pla,cm,เมืองเชียงใหม่,ศรีภูมิ,18.7902748,98.9786009,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-293-l.jpg,https://motdang.net/cm/p/chiang-lukchin-pla-301655694.html
cm-osm-way-301655695,confirmed,หอสมุดแห่งชาติรัชมังคลาภิเษก,"Ratchamangkhalaphisek National Library, Chiang Mai",cm,เมืองเชียงใหม่,สุเทพ,18.7880344,98.9773461,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-262-l.jpg,https://motdang.net/cm/p/ratchamangkhalaphisek-national-library-chiang-mai-301655695.html
cm-osm-way-323670037,confirmed,ประตูสวนดอก,Suan Dok Gate,cm,เมืองเชียงใหม่,ศรีภูมิ,18.7890155,98.9782066,2026-09-23,1,,https://motdang.net/cm/p/suan-dok-gate-323670037.html
cm-osm-way-333769664,confirmed,B2 Boutique & Budget,,cm,เมืองเชียงใหม่,หนองหอย,18.7594099,99.0170562,2026-09-23,1,,https://motdang.net/cm/p/b2-boutique-budget-333769664.html
cm-osm-way-334115625,confirmed,Bangchak,Bangchak,cm,เมืองเชียงใหม่,ช้างคลาน,18.7673146,98.9862878,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-169-r.jpg,https://motdang.net/cm/p/bangchak-334115625.html
cm-osm-way-336067058,confirmed,Sam Yaek Suanprung Post Office,Sam Yaek Suanprung Post Office,cm,เมืองเชียงใหม่,สุเทพ,18.7800384,98.976813,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-234-l.jpg,https://motdang.net/cm/p/sam-yaek-suanprung-post-office-336067058.html
cm-osm-way-355131507,confirmed,แฟมิลี่,Family Hotel,cm,เมืองเชียงใหม่,ป่าแดด,18.7614984,98.9941328,2026-09-23,1,,https://motdang.net/cm/p/family-hotel-355131507.html
cm-osm-way-378271848,confirmed,วัดปราสาท,Wat Prasat,cm,เมืองเชียงใหม่,ศรีภูมิ,18.7898096,98.9810231,2026-09-23,1,,https://motdang.net/cm/p/wat-prasat-378271848.html
cm-osm-way-405950983,confirmed,Pastó,,cm,เมืองเชียงใหม่,ศรีภูมิ,18.7899528,98.9826898,2026-09-23,1,,https://motdang.net/cm/p/past-405950983.html
cm-osm-way-406992974,confirmed,วัดดับภัย,Wat Dubphai,cm,เมืองเชียงใหม่,ศรีภูมิ,18.7928275,98.9814897,2026-09-23,1,,https://motdang.net/cm/p/wat-dubphai-406992974.html
cm-osm-way-408595883,confirmed,Paraiso Hotel Chiang Mai,,cm,เมืองเชียงใหม่,ศรีภูมิ,18.7898219,98.982653,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-335-r.jpg,https://motdang.net/cm/p/paraiso-hotel-chiang-mai-408595883.html
cm-osm-way-408595921,confirmed,Ten Boutique Hotel,Ten Boutique Hotel,cm,เมืองเชียงใหม่,ศรีภูมิ,18.7901016,98.9825772,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-338-r.jpg,https://motdang.net/cm/p/ten-boutique-hotel-408595921.html
cm-osm-way-415741936,confirmed,ที่จอดรถ · ย่านหนองหอย-มหิดล,Parking · Nong Hoi & the Mahidol road,cm,เมืองเชียงใหม่,หนองหอย,18.759121,99.0148375,2026-09-23,1,,https://motdang.net/cm/p/parking-nong-hoi-the-mahidol-road-415741936.html
cm-osm-way-473546718,confirmed,ประตูสวนดอก,Suan Dok Gate,cm,เมืองเชียงใหม่,พระสิงห์,18.7885325,98.9781882,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-265-f.jpg,https://motdang.net/cm/p/suan-dok-gate-473546718.html
cm-osm-way-537852249,confirmed,บางจาก,Bangchak,cm,เมืองเชียงใหม่,หนองหอย,18.761785,99.0226851,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-place-cm-osm-way-537852249.jpg,https://motdang.net/cm/p/bangchak-537852249.html
cm-osm-way-544114219,confirmed,7-Eleven,,cm,เมืองเชียงใหม่,หนองหอย,18.7591944,99.0120205,2026-09-23,1,,https://motdang.net/cm/p/7-eleven-544114219.html
cm-osm-way-585950762,confirmed,แก๊สรถยนต์,Kaet Rotyon,cm,เมืองเชียงใหม่,หนองหอย,18.7588088,98.999373,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-place-cm-osm-way-585950762.jpg,https://motdang.net/cm/p/kaet-rotyon-585950762.html
cm-osm-way-623140246,confirmed,Goodsouls Kitchen,,cm,เมืองเชียงใหม่,ศรีภูมิ,18.7932604,98.9820904,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-365-l.jpg,https://motdang.net/cm/p/goodsouls-kitchen-623140246.html
cm-osm-way-623152998,confirmed,บ้านอารักษ์,Baan Arak,cm,เมืองเชียงใหม่,ศรีภูมิ,18.7894436,98.9786849,2026-09-23,1,,https://motdang.net/cm/p/baan-arak-623152998.html
cm-osm-way-623153006,confirmed,ประตูสวนดอก ไก่ทอดสปัน,,cm,เมืองเชียงใหม่,ศรีภูมิ,18.7895538,98.9789315,2026-09-23,1,,https://motdang.net/cm/p/623153006.html
cm-osm-way-668009032,confirmed,7-Eleven,7-Eleven,cm,เมืองเชียงใหม่,ป่าแดด,18.7637614,98.9925701,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-146-f.jpg,https://motdang.net/cm/p/7-eleven-668009032.html
cm-osm-way-669263147,confirmed,PTT,PTT,cm,เมืองเชียงใหม่,ช้างคลาน,18.7680426,98.9834924,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-178-r.jpg,https://motdang.net/cm/p/ptt-669263147.html
cm-osm-way-695914719,confirmed,สำนักงานหลักประกันสุขภาพแห่งชาติ เขต 1 เชียงใหม่,,cm,เมืองเชียงใหม่,สุเทพ,18.7801098,98.9767453,2026-09-23,1,,https://motdang.net/cm/p/1-695914719.html
cm-osm-way-942131281,confirmed,ที่จอดรถ · ใกล้ประตูสวนดอก 440 ม.,Parking · 440 m from Suan Dok Gate,cm,เมืองเชียงใหม่,ศรีภูมิ,18.7902931,98.9821202,2026-09-23,1,,https://motdang.net/cm/p/parking-440-m-from-suan-dok-gate-942131281.html
cm-ovt-040c646b-4ce4-42c4-9588-a86305a661cb,confirmed,Mai Blues Studio,Mai Blues Studio,cm,เมืองเชียงใหม่,ศรีภูมิ,18.791356086730957,98.98230743408203,2026-09-23,1,,https://motdang.net/cm/p/mai-blues-studio-04064644424958886305661.html
cm-ovt-0453959d-4a5b-4195-89c3-ed4316b9be07,confirmed,ชัชวาลย์อีเลคทรอนิคส์ เชียงใหม่,,cm,เมืองเชียงใหม่,ศรีภูมิ,18.789570808410645,98.97906494140625,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-place-cm-ovt-0453959d-4a5b-4195-89c3-ed4316b9be07.jpg,https://motdang.net/cm/p/04539594541958934316907.html
cm-ovt-057b60b7-f55f-4c62-b741-06d57253afa3,confirmed,SHAPE ME Clinic,SHAPE ME Clinic,cm,เมืองเชียงใหม่,,18.774544715881348,98.97657012939453,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-217-r.jpg,https://motdang.net/cm/p/shape-me-clinic-0576075546274106572533.html
cm-ovt-068a0e72-b811-4a65-8248-e7bfea4a67e0,confirmed,เซ็นทรัล แอร์พอร์ทพลาซ่า,,cm,เมืองเชียงใหม่,สุเทพ,18.7690486907959,98.97634887695312,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-198-l.jpg,https://motdang.net/cm/p/068072811465824874670.html
cm-ovt-08388d2d-d619-40b8-820f-5fd99760e4b3,confirmed,ชลวิทย์ ธุรกิจยนต์,,cm,เมืองเชียงใหม่,ช้างคลาน,18.767056465148926,98.98651885986328,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-169-l.jpg,https://motdang.net/cm/p/08388261940882059976043.html
cm-ovt-0a0509a6-127f-4cc2-973b-18aeabb88407,confirmed,เงินซิ่งได้ ฟอร์ควิกแคช,,cm,เมืองเชียงใหม่,ป่าแดด,18.76502227783203,98.99059295654297,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-154-l.jpg,https://motdang.net/cm/p/005096127429731888407.html
cm-ovt-0cf5744e-2da3-4821-93fe-389665060d7e,confirmed,คลีนิคเด็กแพทย์หญิงพิมพ์จันทร์,,cm,เมืองเชียงใหม่,ช้างคลาน,18.765570640563965,98.98986053466797,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-157-l.jpg,https://motdang.net/cm/p/05744234821933896650607.html
cm-ovt-0d2df384-9fed-4487-a500-7412c1fa96e0,confirmed,พีจีเอแบตเตอรี่,,cm,เมืองเชียงใหม่,ท่าศาลา,18.775010108947754,99.04222869873047,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-place-cm-ovt-0d2df384-9fed-4487-a500-7412c1fa96e0.jpg,https://motdang.net/cm/p/023849448750074121960.html
cm-ovt-101e85b2-9b8c-4be3-8119-c3621efa8541,confirmed,บ้านเอื้ออาทร,,cm,เมืองเชียงใหม่,หนองหอย,18.759037971496582,99.01175689697266,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-092-r.jpg,https://motdang.net/cm/p/1018529843811936218541.html
cm-ovt-11081868-03a2-47d3-ba3d-e3e92f29a335,confirmed,Mass Coffee,Mass Coffee,cm,เมืองเชียงใหม่,สุเทพ,18.776144981384277,98.9764404296875,2026-09-23,1,,https://motdang.net/cm/p/mass-coffee-11081868032473339229335.html
cm-ovt-13263ff7-ebe9-44b9-b6ee-9418f9622b44,confirmed,ม่วนไทยสเตนเลส,,cm,เมืองเชียงใหม่,ท่าศาลา,18.764941215515137,99.03970336914062,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-aa1911-141-l.jpg,https://motdang.net/cm/p/132637944969418962244.html
cm-ovt-149295ab-5a58-4e76-a2f0-c7bfb6bbc9e4,confirmed,B2S Thailand,B2S Thailand,cm,เมืองเชียงใหม่,ป่าตัน,18.79029941558838,98.98170471191406,2026-09-23,1,,https://motdang.net/cm/p/b2s-thailand-149295558476207694.html
cm-ovt-15a17430-8f50-4f4f-8fb0-18692b9885ff,confirmed,ระเบียบพานิช,,cm,เมืองเชียงใหม่,หนองหอย,18.756857872009277,99.0024185180664,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-112-f.jpg,https://motdang.net/cm/p/15174308504480186929885.html
cm-ovt-16efa585-7ad9-4803-9ce3-26ee6b8f8703,confirmed,The Family Hotel,The Family Hotel,cm,เมืองเชียงใหม่,ป่าแดด,18.76158332824707,98.99475860595703,2026-09-23,1,,https://motdang.net/cm/p/the-family-hotel-165857948039326688703.html
cm-ovt-18dd92cc-9d12-4951-a499-9083744f75a3,confirmed,Sher Signature clinic,Sher Signature clinic,cm,เมืองเชียงใหม่,,18.774513244628906,98.9766845703125,2026-09-23,1,,https://motdang.net/cm/p/sher-signature-clinic-189291249514999083744753.html
cm-ovt-1a1490d2-dccd-48dd-b37b-30f36ee435c0,confirmed,สมาคมนิสิตเก่าจุฬาลงกรณ์มหาวิทยาลัย ภาคเหนือ,,cm,เมืองเชียงใหม่,สุเทพ,18.786383628845215,98.97746276855469,2026-09-23,1,,https://motdang.net/cm/p/114902483730364350.html
cm-ovt-1a76a6f2-3936-4729-a7c2-f6337940cdf5,confirmed,FIT Auto,FIT Auto,cm,เมืองเชียงใหม่,ช้างคลาน,18.768126487731934,98.98336029052734,2026-09-23,1,,https://motdang.net/cm/p/fit-auto-17662393647297263379405.html
cm-ovt-1ade3ccf-e62d-41bc-9cd2-7fc4e7d7a5d0,confirmed,ครูทศ 2020,,cm,เมืองเชียงใหม่,ศรีภูมิ,18.792804718017578,98.98204803466797,2026-09-23,1,,https://motdang.net/cm/p/2020-13624192747750.html
cm-ovt-1c97cf20-1e92-4568-ac0c-f686079984af,confirmed,TheOne เฟอร์นิเจอร์ มหิดลเชียงใหม่,,cm,เมืองเชียงใหม่,,18.76762294769287,98.98258209228516,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-179-r.jpg,https://motdang.net/cm/p/theone-1972019245680686079984.html
cm-ovt-1e0558c3-cdc1-48ae-8cb5-698aa8a20f68,confirmed,ODC Dental Clinic 中文牙醫,ODC Dental Clinic 中文牙醫,cm,เมืองเชียงใหม่,,18.774521827697754,98.97663116455078,2026-09-23,1,,https://motdang.net/cm/p/odc-dental-clinic-1055831488569882068.html
cm-ovt-2100474e-4fd8-414e-964f-54b8c35590dc,confirmed,DD Resort,DD Resort,cm,เมืองเชียงใหม่,ท่าศาลา,18.7746000289917,99.0422134399414,2026-09-23,1,,https://motdang.net/cm/p/dd-resort-21004744841496454835590.html
cm-ovt-216b628f-85bd-4802-b4a2-33e5eea9d3ed,confirmed,DK Park,DK Park,cm,เมืองเชียงใหม่,ช้างคลาน,18.767831802368164,98.98401641845703,2026-09-23,1,,https://motdang.net/cm/p/dk-park-2166288548024233593.html
cm-ovt-222d5b22-f86a-4c2b-b5af-5408072e331e,confirmed,เค พาร์ค,,cm,เมืองเชียงใหม่,หนองหอย,18.756949424743652,99.00094604492188,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-116-l.jpg,https://motdang.net/cm/p/222522864255408072331.html
cm-ovt-22b0939f-1b47-4584-a945-44296a0d800c,confirmed,Kid’s Kingdom,Kid’s Kingdom,cm,เมืองเชียงใหม่,ท่าศาลา,18.76484203338623,99.03633117675781,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-028-l.jpg,https://motdang.net/cm/p/kid-s-kingdom-2209391474584945442960800.html
cm-ovt-24ac7f9b-760b-4b6a-b1d6-a33af00c137b,confirmed,ร้านอาหาร ร้านอาหารชาญทะเล,,cm,เมืองเชียงใหม่,หนองหอย,18.756516456604004,99.00181579589844,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-114-l.jpg,https://motdang.net/cm/p/247976046163300137.html
cm-ovt-2588df8a-b35e-4580-8632-1ed2d2cc7803,confirmed,Machita Clinic,Machita Clinic,cm,เมืองเชียงใหม่,หนองหอย,18.756864547729492,99.0008316040039,2026-09-23,1,,https://motdang.net/cm/p/machita-clinic-2588835458086321227803.html
cm-ovt-261efa03-d703-4b87-976d-dc6aa967d1fa,confirmed,Why Ribs & Rumps,Why Ribs & Rumps,cm,เมืองเชียงใหม่,ศรีภูมิ,18.79292583465576,98.98267364501953,2026-09-23,1,,https://motdang.net/cm/p/why-ribs-rumps-2610370348797669671.html
cm-ovt-2652816e-1c67-4daa-bcac-6f41fad42327,confirmed,แอมเวย์ เชียงใหม่,,cm,เมืองเชียงใหม่,หนองหอย,18.76065731048584,99.01791381835938,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-074-r.jpg,https://motdang.net/cm/p/2652816167464142327.html
cm-ovt-26c7594c-c0e7-46e5-85af-8c5d26b86627,confirmed,Lanna Lab,Lanna Lab,cm,เมืองเชียงใหม่,ป่าแดด,18.76338768005371,98.9926986694336,2026-09-23,1,,https://motdang.net/cm/p/lanna-lab-2675940746585852686627.html
cm-ovt-27de53cc-a5e1-4ce5-b393-8be9635967e2,confirmed,Minimal coffee มหิดล,,cm,เมืองเชียงใหม่,ช้างคลาน,18.76463222503662,98.99215698242188,2026-09-23,1,,https://motdang.net/cm/p/minimal-coffee-27535145393896359672.html
cm-ovt-2a16484c-0fbd-4050-b184-56135b8c8de3,confirmed,อ้อมเวียงศาลพระภูมิ,,cm,เมืองเชียงใหม่,ท่าศาลา,18.762999534606934,99.02530670166016,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-054-l.jpg,https://motdang.net/cm/p/2164840405018456135883.html
cm-ovt-2d810a2f-ef43-4ad3-9347-3dba8f0ad47b,confirmed,Best Look Optic,Best Look Optic,cm,เมืองเชียงใหม่,หนองหอย,18.7568941116333,99.00310516357422,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-111-l.jpg,https://motdang.net/cm/p/best-look-optic-281024343934738047.html
cm-ovt-2f1d0dbe-d9e5-47f2-a4b7-51641a7f5fcf,confirmed,Ku Hueang Corner,Ku Hueang Corner,cm,เมืองเชียงใหม่,พระสิงห์,18.781636238098145,98.97796630859375,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-239-r.jpg,https://motdang.net/cm/p/ku-hueang-corner-21095472475164175.html
cm-ovt-32ca7d8b-1ff4-4c5c-b881-0e2df6db1496,confirmed,C.I Tower,C.I Tower,cm,เมืองเชียงใหม่,สุเทพ,18.7808895111084,98.97709655761719,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-place-cm-ovt-32ca7d8b-1ff4-4c5c-b881-0e2df6db1496.jpg,https://motdang.net/cm/p/c-i-tower-327814458810261496.html
cm-ovt-3893c389-8d55-4e8d-bdf4-ff258097b243,confirmed,ROBOWASH ローボー ウォッシュสาขา Mahidol,,cm,เมืองเชียงใหม่,ป่าแดด,18.76775550842285,98.98128509521484,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-185-l.jpg,https://motdang.net/cm/p/robowash-mahidol-3893389855484258097243.html
cm-ovt-39b86215-8627-4c38-a7a9-8463533ccbe5,confirmed,วี อาร์ มาร์เก็ตติ้ง,,cm,เมืองเชียงใหม่,หนองหอย,18.756831169128418,99.0024185180664,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-113-l.jpg,https://motdang.net/cm/p/398621586274387984635335.html
